psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
477_3_2,0,0,0,1,0,0,0,0,0,0
345_4_1,0,0,0,1,0,0,0,0,0,0
479_2_4,0,0,0,0,0,0,1,0,0,0
294_3_2,0,1,0,0,0,0,0,0,0,0
53_5_1,0,0,0,0,1,0,0,0,0,0
581_3_1,1,0,0,0,0,0,0,0,0,0
70_2_1,0,1,0,0,0,0,0,0,0,0
773_5_3,1,0,0,0,0,0,0,0,0,0
792_4_1,0,0,0,0,1,0,0,0,0,0
222_1_1,0,0,1,0,0,0,0,0,0,0
194_7_2,0,0,0,1,0,0,0,0,0,0
535_4_2,0,0,1,0,0,0,0,0,0,0
376_5_4,0,0,0,0,0,1,0,0,0,0
402_5_2,0,0,0,0,1,0,0,0,0,0
813_3_2,0,0,0,1,0,0,0,0,0,0
247_11_1,0,0,0,1,0,0,0,0,0,0
187_1_2,0,0,1,0,0,0,0,0,0,0
23_7_1,0,0,1,0,0,0,0,0,0,0
527_7_1,0,0,0,0,1,0,0,0,0,0
100_3_1,0,0,0,1,0,0,0,0,0,0
596_6_1,0,0,0,1,0,0,0,0,0,0
736_3_2,0,0,0,0,0,0,0,0,1,0
430_6_1,0,0,1,0,0,0,0,0,0,0
517_2_1,0,0,0,0,0,1,0,0,0,0
376_8_1,0,1,0,0,0,0,0,0,0,0
603_1_1,0,0,0,0,0,0,1,0,0,0
67_4_1,0,0,0,1,0,0,0,0,0,0
89_7_1,0,0,0,0,0,1,0,0,0,0
758_7_2,0,0,0,0,1,0,0,0,0,0
727_3_2,0,0,0,0,1,0,0,0,0,0
701_11_2,0,0,0,0,0,1,0,0,0,0
389_1_1,0,0,0,1,0,0,0,0,0,0
495_5_1,0,0,0,1,0,0,0,0,0,0
114_6_1,0,0,0,0,0,1,0,0,0,0
325_2_1,0,0,1,0,0,0,0,0,0,0
706_12_3,0,0,0,0,0,0,0,0,1,0
405_5_2,0,0,0,0,0,0,1,0,0,0
490_3_1,0,0,0,0,0,0,1,0,0,0
432_5_1,0,0,0,0,0,0,1,0,0,0
567_5_1,0,0,0,0,0,1,0,0,0,0
116_10_1,0,0,0,0,0,1,0,0,0,0
276_10_1,0,0,0,1,0,0,0,0,0,0
659_8_1,1,0,0,0,0,0,0,0,0,0
2_9_1,0,1,0,0,0,0,0,0,0,0
754_1_1,0,0,1,0,0,0,0,0,0,0
40_4_1,0,0,0,1,0,0,0,0,0,0
271_9_2,0,0,0,0,1,0,0,0,0,0
592_4_2,0,0,0,0,0,1,0,0,0,0
646_1_1,0,0,0,1,0,0,0,0,0,0
562_5_1,0,0,0,0,1,0,0,0,0,0
172_4_1,0,0,0,0,0,1,0,0,0,0
549_4_1,0,0,0,0,0,0,1,0,0,0
747_3_3,0,0,0,1,0,0,0,0,0,0
276_1_1,0,0,1,0,0,0,0,0,0,0
693_3_1,0,0,0,1,0,0,0,0,0,0
603_3_1,0,0,0,0,1,0,0,0,0,0
516_1_1,0,0,0,1,0,0,0,0,0,0
288_8_1,0,1,0,0,0,0,0,0,0,0
510_4_1,0,0,0,0,0,1,0,0,0,0
674_3_1,0,0,1,0,0,0,0,0,0,0
666_7_1,0,1,0,0,0,0,0,0,0,0
617_1_2,0,0,0,0,0,1,0,0,0,0
406_8_2,0,0,0,0,0,0,1,0,0,0
609_9_1,0,0,0,1,0,0,0,0,0,0
789_6_1,0,0,0,0,1,0,0,0,0,0
791_2_1,0,0,0,0,1,0,0,0,0,0
779_4_1,0,0,0,0,1,0,0,0,0,0
130_1_2,0,0,0,0,0,1,0,0,0,0
534_8_1,0,0,0,1,0,0,0,0,0,0
641_7_1,0,0,0,0,0,0,1,0,0,0
346_5_2,0,0,0,1,0,0,0,0,0,0
319_1_1,0,0,0,1,0,0,0,0,0,0
127_4_1,0,0,0,0,0,1,0,0,0,0
545_1_2,1,0,0,0,0,0,0,0,0,0
306_1_1,0,0,0,0,0,1,0,0,0,0
87_4_1,0,0,0,0,0,0,1,0,0,0
67_9_1,0,0,0,1,0,0,0,0,0,0
589_9_1,1,0,0,0,0,0,0,0,0,0
765_2_1,0,0,0,0,1,0,0,0,0,0
82_6_1,0,0,0,1,0,0,0,0,0,0
5_3_1,0,0,1,0,0,0,0,0,0,0
538_2_1,0,0,0,0,0,1,0,0,0,0
6_7_1,0,0,0,1,0,0,0,0,0,0
660_5_1,1,0,0,0,0,0,0,0,0,0
737_6_2,0,0,0,0,0,1,0,0,0,0
121_9_3,0,0,0,1,0,0,0,0,0,0
216_2_1,0,0,0,1,0,0,0,0,0,0
218_5_1,1,0,0,0,0,0,0,0,0,0
247_9_1,0,0,1,0,0,0,0,0,0,0
781_6_1,1,0,0,0,0,0,0,0,0,0
611_2_1,0,0,0,1,0,0,0,0,0,0
489_3_1,0,0,0,0,0,0,1,0,0,0
621_3_1,0,0,0,0,0,1,0,0,0,0
658_6_1,1,0,0,0,0,0,0,0,0,0
4_4_1,0,0,0,0,0,0,0,1,0,0
402_1_4,0,0,0,0,0,0,0,0,1,0
8_9_1,0,0,1,0,0,0,0,0,0,0
131_6_1,0,0,0,1,0,0,0,0,0,0
737_2_1,0,0,0,1,0,0,0,0,0,0
516_8_1,0,0,0,0,1,0,0,0,0,0
29_4_1,0,0,1,0,0,0,0,0,0,0
532_6_1,0,0,0,0,0,0,1,0,0,0
521_2_1,0,0,0,0,0,0,1,0,0,0
355_6_1,0,0,0,0,1,0,0,0,0,0
505_10_1,0,0,1,0,0,0,0,0,0,0
122_2_1,0,0,0,0,1,0,0,0,0,0
544_7_1,0,0,0,0,0,1,0,0,0,0
202_10_1,0,0,0,0,0,0,1,0,0,0
150_9_1,0,0,0,0,0,1,0,0,0,0
339_4_2,0,0,0,0,1,0,0,0,0,0
192_7_1,0,0,1,0,0,0,0,0,0,0
412_4_1,0,0,0,1,0,0,0,0,0,0
741_6_1,0,0,0,0,0,1,0,0,0,0
720_6_1,0,0,0,0,0,0,1,0,0,0
813_1_2,0,0,1,0,0,0,0,0,0,0
221_1_3,0,1,0,0,0,0,0,0,0,0
176_8_3,0,0,0,0,0,0,1,0,0,0
623_1_1,0,0,0,0,0,0,1,0,0,0
32_6_1,0,0,0,0,1,0,0,0,0,0
414_4_1,0,0,0,0,0,1,0,0,0,0
538_7_1,0,0,0,1,0,0,0,0,0,0
720_7_1,0,0,0,0,0,0,0,1,0,0
573_7_2,0,0,0,0,1,0,0,0,0,0
368_8_1,0,1,0,0,0,0,0,0,0,0
350_5_1,0,0,0,1,0,0,0,0,0,0
200_5_1,0,0,0,0,1,0,0,0,0,0
670_2_2,0,0,1,0,0,0,0,0,0,0
172_7_1,0,0,0,0,0,0,1,0,0,0
614_2_1,0,0,0,0,1,0,0,0,0,0
439_2_1,0,0,0,1,0,0,0,0,0,0
625_4_1,0,0,1,0,0,0,0,0,0,0
81_2_1,0,0,0,0,1,0,0,0,0,0
401_8_1,0,0,1,0,0,0,0,0,0,0
658_1_1,0,1,0,0,0,0,0,0,0,0
38_2_1,0,0,1,0,0,0,0,0,0,0
38_9_1,0,1,0,0,0,0,0,0,0,0
359_3_1,0,0,0,0,1,0,0,0,0,0
371_6_1,0,0,1,0,0,0,0,0,0,0
396_3_1,0,0,1,0,0,0,0,0,0,0
201_1_1,0,0,0,0,0,0,1,0,0,0
318_10_1,0,0,1,0,0,0,0,0,0,0
82_9_1,0,0,1,0,0,0,0,0,0,0
166_2_1,0,0,1,0,0,0,0,0,0,0
473_11_1,0,0,0,1,0,0,0,0,0,0
621_6_1,0,0,0,0,0,1,0,0,0,0
31_1_1,0,0,0,0,1,0,0,0,0,0
98_9_1,0,0,1,0,0,0,0,0,0,0
128_3_1,0,0,1,0,0,0,0,0,0,0
265_7_1,0,0,0,0,1,0,0,0,0,0
123_3_2,0,0,0,1,0,0,0,0,0,0
234_4_1,1,0,0,0,0,0,0,0,0,0
287_6_4,0,0,0,0,1,0,0,0,0,0
766_1_2,0,0,0,1,0,0,0,0,0,0
33_2_1,0,0,0,0,1,0,0,0,0,0
112_10_1,0,0,0,1,0,0,0,0,0,0
180_7_2,0,0,0,1,0,0,0,0,0,0
672_1_1,0,0,0,1,0,0,0,0,0,0
630_5_2,0,0,1,0,0,0,0,0,0,0
721_4_1,0,0,0,0,0,1,0,0,0,0
794_1_1,0,0,0,0,1,0,0,0,0,0
219_4_1,0,0,0,0,1,0,0,0,0,0
336_6_1,0,0,0,1,0,0,0,0,0,0
175_2_1,1,0,0,0,0,0,0,0,0,0
280_2_1,0,0,0,0,0,1,0,0,0,0
631_4_2,0,0,1,0,0,0,0,0,0,0
177_5_2,0,0,0,1,0,0,0,0,0,0
571_2_1,0,0,0,0,1,0,0,0,0,0
273_3_1,0,0,0,0,0,1,0,0,0,0
452_6_1,0,0,1,0,0,0,0,0,0,0
282_3_1,0,0,0,0,0,0,0,1,0,0
357_1_2,0,0,0,1,0,0,0,0,0,0
659_5_1,1,0,0,0,0,0,0,0,0,0
469_8_1,0,0,1,0,0,0,0,0,0,0
178_4_1,0,0,0,0,0,0,1,0,0,0
184_6_1,0,0,0,0,1,0,0,0,0,0
540_4_1,0,0,0,0,0,0,1,0,0,0
137_6_1,0,0,0,0,1,0,0,0,0,0
767_7_1,1,0,0,0,0,0,0,0,0,0
16_5_1,0,1,0,0,0,0,0,0,0,0
374_2_2,0,0,0,0,0,0,1,0,0,0
724_8_1,0,0,0,0,0,0,0,0,1,0
501_3_1,0,0,0,1,0,0,0,0,0,0
762_1_1,0,0,0,1,0,0,0,0,0,0
417_2_1,0,1,0,0,0,0,0,0,0,0
537_2_1,0,0,1,0,0,0,0,0,0,0
75_7_1,0,0,1,0,0,0,0,0,0,0
10_4_1,0,0,0,1,0,0,0,0,0,0
726_11_1,0,0,0,0,1,0,0,0,0,0
775_3_2,0,0,0,0,1,0,0,0,0,0
242_9_1,0,0,0,0,0,1,0,0,0,0
447_8_2,0,0,0,0,0,0,0,1,0,0
315_6_1,0,0,0,1,0,0,0,0,0,0
19_6_1,0,0,0,1,0,0,0,0,0,0
398_3_1,0,0,1,0,0,0,0,0,0,0
57_7_1,0,0,0,0,1,0,0,0,0,0
708_5_1,0,1,0,0,0,0,0,0,0,0
633_10_1,0,1,0,0,0,0,0,0,0,0
512_9_1,0,0,0,0,0,0,1,0,0,0
102_1_1,0,0,0,1,0,0,0,0,0,0
725_10_2,0,0,0,0,1,0,0,0,0,0
426_4_1,0,0,0,0,1,0,0,0,0,0
140_8_1,0,0,0,0,0,1,0,0,0,0
102_3_1,0,0,0,0,1,0,0,0,0,0
142_2_1,0,0,0,0,0,1,0,0,0,0
105_3_1,0,0,0,1,0,0,0,0,0,0
421_3_1,0,0,0,0,1,0,0,0,0,0
641_4_1,0,0,0,1,0,0,0,0,0,0
798_2_2,0,0,0,0,0,1,0,0,0,0
195_9_1,0,0,0,0,1,0,0,0,0,0
155_4_1,0,0,0,0,1,0,0,0,0,0
154_2_2,0,0,0,1,0,0,0,0,0,0
177_4_1,0,0,0,0,0,0,1,0,0,0
510_1_1,0,0,0,0,0,1,0,0,0,0
602_9_1,0,0,0,0,1,0,0,0,0,0
354_8_1,0,0,0,1,0,0,0,0,0,0
225_5_1,0,0,0,0,1,0,0,0,0,0
583_9_1,0,0,0,0,0,1,0,0,0,0
230_5_2,0,0,1,0,0,0,0,0,0,0
129_6_1,0,0,0,0,1,0,0,0,0,0
695_8_1,0,0,0,1,0,0,0,0,0,0
234_1_2,0,0,0,0,1,0,0,0,0,0
44_10_1,0,1,0,0,0,0,0,0,0,0
226_8_2,0,0,1,0,0,0,0,0,0,0
83_7_1,0,0,0,1,0,0,0,0,0,0
22_5_1,0,1,0,0,0,0,0,0,0,0
282_5_1,0,0,0,0,0,0,0,1,0,0
824_3_3,0,0,0,0,0,0,0,1,0,0
53_7_1,0,0,0,0,0,1,0,0,0,0
322_4_1,0,0,0,0,1,0,0,0,0,0
281_8_1,0,0,0,0,1,0,0,0,0,0
111_3_1,0,0,0,0,0,1,0,0,0,0
484_11_1,0,0,0,0,0,0,0,1,0,0
157_8_1,0,1,0,0,0,0,0,0,0,0
735_4_1,0,0,0,1,0,0,0,0,0,0
239_2_2,0,0,0,1,0,0,0,0,0,0
693_4_1,0,0,0,0,1,0,0,0,0,0
340_8_1,0,0,0,1,0,0,0,0,0,0
13_8_2,0,0,0,0,1,0,0,0,0,0
685_7_1,0,0,0,0,0,1,0,0,0,0
311_8_1,0,0,0,1,0,0,0,0,0,0
626_6_2,0,0,0,0,1,0,0,0,0,0
809_3_2,0,0,0,0,0,0,1,0,0,0
220_5_1,0,0,0,1,0,0,0,0,0,0
351_3_1,0,0,0,0,0,0,0,1,0,0
361_10_1,0,0,0,0,1,0,0,0,0,0
615_3_1,0,0,0,0,0,1,0,0,0,0
17_8_2,0,0,0,0,1,0,0,0,0,0
535_2_1,0,0,0,1,0,0,0,0,0,0
424_7_1,0,0,1,0,0,0,0,0,0,0
824_5_1,0,0,0,0,1,0,0,0,0,0
749_10_1,0,0,0,0,1,0,0,0,0,0
642_2_1,0,0,0,1,0,0,0,0,0,0
401_6_1,0,0,1,0,0,0,0,0,0,0
264_7_1,0,0,1,0,0,0,0,0,0,0
830_8_2,0,0,0,0,1,0,0,0,0,0
307_11_1,0,0,0,0,0,1,0,0,0,0
177_9_1,0,0,0,1,0,0,0,0,0,0
303_1_1,0,0,0,1,0,0,0,0,0,0
101_8_1,0,0,0,0,0,1,0,0,0,0
58_8_1,0,0,0,0,0,0,1,0,0,0
110_9_3,0,0,0,0,0,1,0,0,0,0
820_11_1,0,0,0,0,1,0,0,0,0,0
759_1_2,0,0,0,1,0,0,0,0,0,0
627_5_1,1,0,0,0,0,0,0,0,0,0
506_8_1,0,0,0,0,0,0,1,0,0,0
737_1_2,0,0,0,1,0,0,0,0,0,0
100_9_1,0,0,0,1,0,0,0,0,0,0
45_4_1,0,0,0,1,0,0,0,0,0,0
786_8_1,0,0,0,0,0,0,1,0,0,0
135_2_2,0,0,0,0,0,1,0,0,0,0
290_4_1,0,1,0,0,0,0,0,0,0,0
19_1_1,0,0,0,1,0,0,0,0,0,0
48_5_1,0,0,0,0,1,0,0,0,0,0
386_2_1,0,0,1,0,0,0,0,0,0,0
515_2_1,0,0,0,1,0,0,0,0,0,0
16_2_2,0,0,0,0,1,0,0,0,0,0
306_9_1,0,0,0,0,1,0,0,0,0,0
53_3_1,0,0,0,0,0,1,0,0,0,0
579_6_1,0,1,0,0,0,0,0,0,0,0
657_1_1,0,0,1,0,0,0,0,0,0,0
474_3_1,0,0,0,0,0,1,0,0,0,0
820_8_1,0,0,0,0,0,0,0,1,0,0
642_4_2,0,0,0,0,0,1,0,0,0,0
70_4_1,0,0,0,1,0,0,0,0,0,0
203_1_1,0,0,0,0,0,1,0,0,0,0
394_11_1,0,0,0,1,0,0,0,0,0,0
655_4_1,1,0,0,0,0,0,0,0,0,0
594_3_1,0,0,0,0,0,0,1,0,0,0
160_1_1,0,0,0,1,0,0,0,0,0,0
781_7_1,0,0,1,0,0,0,0,0,0,0
565_7_1,0,0,0,0,0,0,1,0,0,0
761_11_1,0,0,0,0,1,0,0,0,0,0
809_1_1,0,0,0,0,1,0,0,0,0,0
651_7_1,0,1,0,0,0,0,0,0,0,0
472_4_1,0,0,0,0,0,0,0,1,0,0
703_8_2,0,0,1,0,0,0,0,0,0,0
208_1_1,0,0,0,0,1,0,0,0,0,0
553_2_1,0,1,0,0,0,0,0,0,0,0
367_6_1,0,0,0,0,0,1,0,0,0,0
353_1_1,0,0,0,1,0,0,0,0,0,0
233_5_1,0,1,0,0,0,0,0,0,0,0
468_6_2,0,0,0,0,0,0,1,0,0,0
213_4_1,0,0,0,0,0,0,0,1,0,0
230_1_4,0,0,0,1,0,0,0,0,0,0
362_7_1,0,0,0,0,1,0,0,0,0,0
734_12_1,0,0,0,0,0,0,1,0,0,0
159_5_1,0,0,0,0,1,0,0,0,0,0
52_7_1,0,0,0,0,0,0,1,0,0,0
494_4_1,0,0,0,0,0,1,0,0,0,0
82_8_1,0,0,0,1,0,0,0,0,0,0
737_8_1,1,0,0,0,0,0,0,0,0,0
238_7_2,0,0,0,0,1,0,0,0,0,0
673_8_2,0,0,0,1,0,0,0,0,0,0
394_7_1,0,1,0,0,0,0,0,0,0,0
483_1_3,0,0,0,0,0,0,0,0,1,0
272_8_1,0,0,0,0,1,0,0,0,0,0
74_7_1,0,0,1,0,0,0,0,0,0,0
324_4_1,0,0,0,0,0,1,0,0,0,0
424_2_2,0,0,1,0,0,0,0,0,0,0
323_6_1,0,0,0,1,0,0,0,0,0,0
729_2_2,0,0,0,0,0,0,1,0,0,0
435_5_1,0,0,0,0,1,0,0,0,0,0
578_6_1,0,0,0,0,0,1,0,0,0,0
88_6_2,0,0,0,0,1,0,0,0,0,0
484_12_1,0,0,0,0,0,0,0,1,0,0
332_4_1,0,1,0,0,0,0,0,0,0,0
534_7_1,0,0,1,0,0,0,0,0,0,0
85_6_1,0,0,1,0,0,0,0,0,0,0
486_8_1,0,0,0,1,0,0,0,0,0,0
646_11_1,0,0,1,0,0,0,0,0,0,0
289_2_1,0,1,0,0,0,0,0,0,0,0
623_3_1,0,0,0,0,0,1,0,0,0,0
771_1_1,0,0,0,1,0,0,0,0,0,0
626_7_4,0,0,0,1,0,0,0,0,0,0
246_3_1,0,0,0,1,0,0,0,0,0,0
732_7_1,0,0,0,0,0,0,1,0,0,0
14_8_1,0,0,0,0,1,0,0,0,0,0
332_1_1,0,0,0,0,0,1,0,0,0,0
357_4_1,0,1,0,0,0,0,0,0,0,0
360_3_1,0,0,1,0,0,0,0,0,0,0
710_8_1,0,0,0,0,0,0,0,1,0,0
547_5_1,0,0,0,0,0,1,0,0,0,0
662_3_1,0,1,0,0,0,0,0,0,0,0
279_7_1,0,0,0,1,0,0,0,0,0,0
571_4_1,0,0,0,0,0,0,0,1,0,0
683_12_1,0,0,0,1,0,0,0,0,0,0
691_1_2,0,0,0,1,0,0,0,0,0,0
766_2_2,0,1,0,0,0,0,0,0,0,0
271_7_2,0,0,0,0,1,0,0,0,0,0
490_7_2,0,0,0,0,0,0,1,0,0,0
487_6_1,0,0,1,0,0,0,0,0,0,0
424_5_2,0,0,0,1,0,0,0,0,0,0
615_7_1,0,0,0,0,0,1,0,0,0,0
325_9_1,0,0,0,1,0,0,0,0,0,0
14_5_2,0,0,0,1,0,0,0,0,0,0
4_8_1,0,0,1,0,0,0,0,0,0,0
374_4_2,0,0,0,1,0,0,0,0,0,0
230_9_1,0,0,1,0,0,0,0,0,0,0
94_8_1,0,0,1,0,0,0,0,0,0,0
74_1_1,0,0,1,0,0,0,0,0,0,0
153_5_1,0,0,0,0,0,1,0,0,0,0
292_2_2,0,1,0,0,0,0,0,0,0,0
421_4_1,0,0,0,0,1,0,0,0,0,0
323_3_1,0,0,1,0,0,0,0,0,0,0
231_1_1,0,0,0,0,0,1,0,0,0,0
69_5_1,0,0,0,1,0,0,0,0,0,0
645_9_1,0,0,0,0,0,0,0,1,0,0
333_11_1,0,0,0,0,1,0,0,0,0,0
776_2_1,0,1,0,0,0,0,0,0,0,0
813_6_2,0,1,0,0,0,0,0,0,0,0
775_2_2,0,0,0,1,0,0,0,0,0,0
804_1_2,0,0,0,0,0,1,0,0,0,0
816_3_1,0,0,0,0,0,1,0,0,0,0
810_5_1,0,0,0,1,0,0,0,0,0,0
702_4_1,0,0,0,0,1,0,0,0,0,0
218_6_1,0,0,0,1,0,0,0,0,0,0
255_8_1,0,0,0,0,0,1,0,0,0,0
793_4_1,0,0,0,0,0,1,0,0,0,0
197_8_3,0,0,0,0,0,0,1,0,0,0
526_7_1,0,0,0,0,1,0,0,0,0,0
600_1_1,0,0,0,0,0,0,0,1,0,0
202_1_1,0,0,0,0,1,0,0,0,0,0
217_1_2,0,0,1,0,0,0,0,0,0,0
519_7_1,0,0,0,0,0,1,0,0,0,0
12_3_1,0,1,0,0,0,0,0,0,0,0
203_2_1,0,0,0,0,0,1,0,0,0,0
513_8_1,0,0,0,0,0,0,0,1,0,0
203_5_1,0,0,0,0,0,1,0,0,0,0
596_4_1,0,0,0,0,1,0,0,0,0,0
500_5_1,0,0,1,0,0,0,0,0,0,0
79_1_1,0,0,1,0,0,0,0,0,0,0
9_6_2,0,0,1,0,0,0,0,0,0,0
112_2_1,0,0,0,0,0,0,0,0,0,1
465_10_1,0,0,1,0,0,0,0,0,0,0
632_7_1,0,0,0,1,0,0,0,0,0,0
537_4_1,0,0,0,0,1,0,0,0,0,0
679_5_2,0,0,0,1,0,0,0,0,0,0
234_9_2,0,0,0,1,0,0,0,0,0,0
263_1_1,0,0,0,0,0,1,0,0,0,0
119_4_1,1,0,0,0,0,0,0,0,0,0
110_7_1,0,0,0,0,1,0,0,0,0,0
583_4_3,0,0,0,0,0,0,1,0,0,0
778_8_1,0,0,0,1,0,0,0,0,0,0
37_6_1,0,1,0,0,0,0,0,0,0,0
828_5_2,0,0,0,0,0,1,0,0,0,0
56_8_1,0,0,0,0,0,1,0,0,0,0
701_5_2,0,0,0,0,1,0,0,0,0,0
564_5_1,0,0,0,0,0,0,1,0,0,0
815_4_1,0,0,0,1,0,0,0,0,0,0
700_7_1,0,0,0,0,1,0,0,0,0,0
700_2_3,0,0,0,0,0,1,0,0,0,0
637_4_2,0,0,0,0,0,1,0,0,0,0
473_9_1,0,0,0,1,0,0,0,0,0,0
679_2_2,0,0,0,0,1,0,0,0,0,0
582_6_2,0,0,0,0,0,0,1,0,0,0
46_10_1,0,0,1,0,0,0,0,0,0,0
540_6_1,0,0,0,0,1,0,0,0,0,0
788_6_1,0,0,0,1,0,0,0,0,0,0
216_7_1,0,0,0,0,1,0,0,0,0,0
711_3_1,0,0,0,0,1,0,0,0,0,0
764_8_1,0,0,0,0,0,1,0,0,0,0
579_11_1,1,0,0,0,0,0,0,0,0,0
702_5_1,0,0,0,0,1,0,0,0,0,0
366_3_1,0,0,0,1,0,0,0,0,0,0
267_7_1,0,0,0,0,1,0,0,0,0,0
358_1_1,0,0,0,1,0,0,0,0,0,0
791_6_1,0,0,0,0,0,1,0,0,0,0
149_4_1,0,0,0,1,0,0,0,0,0,0
579_5_1,1,0,0,0,0,0,0,0,0,0
732_3_1,0,0,0,0,0,0,0,0,1,0
312_3_1,0,0,0,0,0,1,0,0,0,0
303_5_1,0,0,0,0,1,0,0,0,0,0
633_8_2,0,1,0,0,0,0,0,0,0,0
816_4_1,0,0,0,0,0,1,0,0,0,0
19_9_1,0,0,1,0,0,0,0,0,0,0
555_7_1,0,0,0,0,1,0,0,0,0,0
130_2_1,0,0,0,0,1,0,0,0,0,0
173_11_1,0,0,0,0,0,0,1,0,0,0
115_8_2,0,0,0,0,0,0,0,1,0,0
164_2_1,1,0,0,0,0,0,0,0,0,0
237_6_3,0,0,0,1,0,0,0,0,0,0
695_5_1,0,0,0,1,0,0,0,0,0,0
590_3_1,0,0,0,0,0,0,0,1,0,0
64_6_1,0,0,0,0,1,0,0,0,0,0
348_1_1,0,0,0,1,0,0,0,0,0,0
597_2_1,0,0,0,0,0,1,0,0,0,0
294_5_1,0,0,0,0,0,0,0,1,0,0
479_7_1,0,0,0,1,0,0,0,0,0,0
94_5_1,0,0,0,0,0,0,1,0,0,0
670_4_1,0,0,0,1,0,0,0,0,0,0
415_10_1,0,0,0,0,0,1,0,0,0,0
370_2_1,0,1,0,0,0,0,0,0,0,0
164_7_1,0,0,0,0,0,0,1,0,0,0
713_2_1,0,0,0,0,1,0,0,0,0,0
544_12_1,0,0,0,1,0,0,0,0,0,0
372_10_4,0,1,0,0,0,0,0,0,0,0
444_3_2,0,0,0,0,0,0,0,1,0,0
717_5_2,0,0,0,0,0,1,0,0,0,0
441_2_3,0,0,0,1,0,0,0,0,0,0
603_6_1,0,0,0,0,1,0,0,0,0,0
764_11_2,0,0,0,0,0,0,1,0,0,0
59_8_1,0,0,0,1,0,0,0,0,0,0
462_5_1,0,0,1,0,0,0,0,0,0,0
580_1_1,1,0,0,0,0,0,0,0,0,0
220_4_1,0,0,0,0,1,0,0,0,0,0
544_6_1,0,1,0,0,0,0,0,0,0,0
796_1_1,0,0,0,0,1,0,0,0,0,0
425_3_1,0,1,0,0,0,0,0,0,0,0
113_1_1,0,0,0,0,0,0,0,1,0,0
631_3_1,0,1,0,0,0,0,0,0,0,0
568_1_1,0,0,0,0,1,0,0,0,0,0
32_5_1,0,0,1,0,0,0,0,0,0,0
152_3_1,0,0,0,0,1,0,0,0,0,0
801_8_1,0,0,0,0,1,0,0,0,0,0
774_8_2,0,1,0,0,0,0,0,0,0,0
363_6_1,0,0,1,0,0,0,0,0,0,0
335_8_1,0,0,0,1,0,0,0,0,0,0
397_4_1,0,0,0,0,1,0,0,0,0,0
142_1_1,0,0,0,0,0,1,0,0,0,0
322_7_1,0,0,0,0,1,0,0,0,0,0
529_11_1,0,0,0,1,0,0,0,0,0,0
545_3_1,1,0,0,0,0,0,0,0,0,0
733_10_1,1,0,0,0,0,0,0,0,0,0
8_2_2,0,0,0,0,1,0,0,0,0,0
166_3_1,0,0,0,1,0,0,0,0,0,0
492_1_2,0,0,0,0,0,1,0,0,0,0
696_3_1,0,0,1,0,0,0,0,0,0,0
829_6_2,0,0,0,0,1,0,0,0,0,0
720_8_1,0,0,0,0,0,1,0,0,0,0
37_5_1,0,0,0,0,1,0,0,0,0,0
143_9_1,0,0,0,1,0,0,0,0,0,0
365_6_3,0,0,1,0,0,0,0,0,0,0
402_4_1,0,0,0,0,0,1,0,0,0,0
147_3_1,0,0,0,0,1,0,0,0,0,0
377_2_1,0,0,0,0,0,1,0,0,0,0
684_11_1,0,0,0,0,0,1,0,0,0,0
375_8_2,0,0,0,0,0,0,0,1,0,0
699_1_1,0,0,0,0,0,1,0,0,0,0
661_6_1,1,0,0,0,0,0,0,0,0,0
136_9_1,0,1,0,0,0,0,0,0,0,0
309_2_1,0,0,0,1,0,0,0,0,0,0
600_4_1,0,0,0,0,0,0,0,0,1,0
147_6_1,0,0,0,0,1,0,0,0,0,0
703_7_2,0,0,0,1,0,0,0,0,0,0
467_9_1,0,0,1,0,0,0,0,0,0,0
265_2_1,0,0,0,0,1,0,0,0,0,0
334_1_1,0,0,0,0,0,1,0,0,0,0
219_5_2,0,0,0,0,0,0,0,1,0,0
527_3_1,0,0,0,0,0,1,0,0,0,0
719_1_1,0,0,0,0,0,0,0,1,0,0
258_5_1,0,0,0,0,0,0,1,0,0,0
799_5_1,0,0,0,1,0,0,0,0,0,0
347_4_1,0,0,0,1,0,0,0,0,0,0
77_7_1,0,0,0,1,0,0,0,0,0,0
278_1_1,0,1,0,0,0,0,0,0,0,0
479_4_1,0,0,0,0,1,0,0,0,0,0
402_8_2,0,0,0,0,0,0,1,0,0,0
179_10_1,0,0,0,0,0,1,0,0,0,0
651_5_1,0,0,1,0,0,0,0,0,0,0
751_7_2,0,0,0,0,0,0,0,1,0,0
64_2_1,0,0,0,0,0,1,0,0,0,0
52_8_1,0,0,0,0,0,1,0,0,0,0
700_8_2,0,0,0,0,1,0,0,0,0,0
35_1_1,0,0,0,0,0,1,0,0,0,0
328_3_1,0,1,0,0,0,0,0,0,0,0
768_6_2,0,0,1,0,0,0,0,0,0,0
512_5_1,0,0,0,0,0,1,0,0,0,0
704_2_2,0,0,1,0,0,0,0,0,0,0
697_2_1,0,1,0,0,0,0,0,0,0,0
272_2_1,0,0,0,1,0,0,0,0,0,0
14_4_1,0,0,0,0,0,0,1,0,0,0
169_2_4,0,0,0,0,0,0,0,1,0,0
234_12_2,0,1,0,0,0,0,0,0,0,0
830_3_2,0,0,0,0,1,0,0,0,0,0
